page_title,domain,pagePath,pageviews
"United States income tax treaties - A to Z | Internal Revenue Service",www.irs.gov,/businesses/international-businesses/united-states-income-tax-treaties-a-to-z,46622
TIPS/CPI Data — TreasuryDirect,www.treasurydirect.gov,/auctions/announcements-data-results/tips-cpi-data/,46416
Formulas Online,ttbonline.gov,/formulasonline/drawback.do,46366
"Home | TTB: Alcohol and Tobacco Tax and Trade Bureau",www.ttb.gov,/,46163
"Instructions for Form 941 (03/2024) | Internal Revenue Service",www.irs.gov,/instructions/i941,45931
"S corporations | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/s-corporations,45867
"Pague sus impuestos con tarjeta de débito o crédito o con billetera digital | Internal Revenue Service",www.irs.gov,/es/payments/pay-your-taxes-by-debit-or-credit-card,45857
"Small Business Resources | FinCEN.gov",www.fincen.gov,/boi/small-business-resources,45758
"How do you report suspected tax fraud activity? | Internal Revenue Service",www.irs.gov,/individuals/how-do-you-report-suspected-tax-fraud-activity,45741
"Check the status of a refund in just a few clicks using the Where’s My Refund? tool | Internal Revenue Service",www.irs.gov,/newsroom/check-the-status-of-a-refund-in-just-a-few-clicks-using-the-wheres-my-refund-tool,45658
"FAQs on the 2020 Form W-4 | Internal Revenue Service",www.irs.gov,/newsroom/faqs-on-the-2020-form-w-4,45179
"About Schedule C (Form 1040), Profit or Loss from Business (Sole Proprietorship) | Internal Revenue Service",www.irs.gov,/forms-pubs/about-schedule-c-form-1040,45143
"Required Minimum Distribution Worksheets | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/required-minimum-distribution-worksheets,45026
The United States Mint Cart,catalog.usmint.gov,/cart,44970
"Home | Office of Inspector General",oig.treasury.gov,/,44963
"IRS enters next stage of Employee Retention Credit work; review indicates vast majority show risk of being improper | Internal Revenue Service",www.irs.gov,/newsroom/irs-enters-next-stage-of-employee-retention-credit-work-review-indicates-vast-majority-show-risk-of-being-improper,44920
"Online EIN: Frequently asked questions | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/online-ein-frequently-asked-questions,44644
"Federal Spending | U.S. Treasury Fiscal Data",fiscaldata.treasury.gov,/americas-finance-guide/federal-spending/,44471
Buying savings bonds — TreasuryDirect,www.treasurydirect.gov,/savings-bonds/buy-a-bond/,44046
"Single Member Limited Liability Companies | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/single-member-limited-liability-companies,43886
"Publication 501 (2023), Dependents, Standard Deduction, and Filing Information | Internal Revenue Service",www.irs.gov,/publications/p501,43879
"About Form 5695, Residential Energy Credits | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-5695,43800
"Reembolsos | Internal Revenue Service",www.irs.gov,/es/refunds,43484
"Residential Clean Energy Credit | Internal Revenue Service",www.irs.gov,/credits-deductions/residential-clean-energy-credit,43337
"Online Account | Internal Revenue Service",sa.www4.irs.gov,/ola/es/,43125
"About Form 843, Claim for Refund and Request for Abatement | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-843,42845
"Credits and Deductions | Internal Revenue Service",www.irs.gov,/credits-and-deductions,42543
"Report of Foreign Bank and Financial Accounts (FBAR) | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/report-of-foreign-bank-and-financial-accounts-fbar,42450
"PTIN Requirements for Tax Return Preparers | Internal Revenue Service",www.irs.gov,/tax-professionals/ptin-requirements-for-tax-return-preparers,42420
"Exempt Organization Types | Internal Revenue Service",www.irs.gov,/charities-non-profits/exempt-organization-types,42313
"FAQs | Internal Revenue Service",www.irs.gov,/faqs,42277
"Instructions for the  Requester of Form W-9 (03/2024) | Internal Revenue Service",www.irs.gov,/instructions/iw9,42121
"Payment options available through Direct Pay | Internal Revenue Service",www.irs.gov,/payments/payment-options-available-through-direct-pay,41951
"401(k) Plans | Internal Revenue Service",www.irs.gov,/retirement-plans/401k-plans,41353
Formulas Online,ttbonline.gov,/formulasonline/uniform.do,41319
"Rollovers of retirement plan and IRA distributions | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/rollovers-of-retirement-plan-and-ira-distributions,41200
"Sanctions List Service | Office of Foreign Assets Control",ofac.treasury.gov,/sanctions-list-service,40990
"FRC Contact Us | FinCEN.gov",www.fincen.gov,/contact,40814
"Instructions for Form 720 (06/2024) | Internal Revenue Service",www.irs.gov,/instructions/i720,40694
"Earned Income and Earned Income Tax Credit (EITC) Tables | Internal Revenue Service",www.irs.gov,/credits-deductions/individuals/earned-income-tax-credit/earned-income-and-earned-income-tax-credit-eitc-tables,40641
Savings Bond Calculator — TreasuryDirect,treasurydirect.gov,/savings-bonds/savings-bond-calculator/,40591
"Online ordering for information returns and employer returns | Internal Revenue Service",www.irs.gov,/businesses/online-ordering-for-information-returns-and-employer-returns,40452
"How long should I keep records? | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/how-long-should-i-keep-records,40152
"What to Expect for Refunds This Year | Internal Revenue Service",www.irs.gov,/refunds/what-to-expect-for-refunds-this-year,40046
"Topic no. 203, Reduced refund | Internal Revenue Service",www.irs.gov,/taxtopics/tc203,39916
"Identity Theft Central | Internal Revenue Service",www.irs.gov,/identity-theft-central,39760
"Forms and Pubs Index Search | Internal Revenue Service",www.irs.gov,/forms-pubs-all-search,39421
"U.S. Beneficial Ownership Information Registry Now Accepting Reports | U.S. Department of the Treasury",home.treasury.gov,/news/press-releases/jy2015,39168
"Individual Retirement Arrangements (IRAs) | Internal Revenue Service",www.irs.gov,/retirement-plans/individual-retirement-arrangements-iras,38360
"Sanctions List Search Tool | Office of Foreign Assets Control",ofac.treasury.gov,/sanctions-list-search-tool,38287
"General Instructions for Forms W-2 and W-3 (2024) | Internal Revenue Service",www.irs.gov,/instructions/iw2w3,38281
"FATCA Foreign Financial Institution Registration System | Internal Revenue Service",www.irs.gov,/businesses/corporations/fatca-foreign-financial-institution-registration-system,38254
"Retirement topics - Hardship distributions | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/retirement-topics-hardship-distributions,38104
"Filing Past Due Tax Returns | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/filing-past-due-tax-returns,38071
"Secure Access | Internal Revenue Service",sa.www4.irs.gov,/secureaccess/ui/protected/logout,38051
"Featured Stories | U.S. Department of the Treasury",home.treasury.gov,/news/featured-stories,37616
"About Form 9465, Installment Agreement Request | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-9465,37087
"Disaster assistance and emergency relief for individuals and businesses | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/disaster-assistance-and-emergency-relief-for-individuals-and-businesses,37007
"Publication 969 (2023), Health Savings Accounts and Other Tax-Favored Health Plans | Internal Revenue Service",www.irs.gov,/publications/p969,36821
"Retirement topics: 401(k) and profit-sharing plan contribution limits | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/retirement-topics-401k-and-profit-sharing-plan-contribution-limits,36741
"Home energy tax credits | Internal Revenue Service",www.irs.gov,/credits-deductions/home-energy-tax-credits,36718
"Amended return frequently asked questions | Internal Revenue Service",www.irs.gov,/filing/amended-return-frequently-asked-questions,36705
"Do you need a new EIN? | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/do-you-need-a-new-ein,36661
"New identity verification process to access certain IRS online tools and services | Internal Revenue Service",www.irs.gov,/newsroom/new-identity-verification-process-to-access-certain-irs-online-tools-and-services,36595
"Closing a business | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/closing-a-business,36482
"Peace Silver Dollar 2024 Uncirculated Coin | US Mint",catalog.usmint.gov,/peace-silver-dollar-2024-uncirculated-coin-24xh.html,36362
"Topic no. 751, Social Security and Medicare withholding rates | Internal Revenue Service",www.irs.gov,/taxtopics/tc751,36362
"Substantial Presence Test | Internal Revenue Service",www.irs.gov,/individuals/international-taxpayers/substantial-presence-test,36342
"International Taxpayers | Internal Revenue Service",www.irs.gov,/individuals/international-taxpayers,36269
"More Information | Internal Revenue Service",www.irs.gov,/forms-pubs/more-information,35850
"Publication 502 (2023), Medical and Dental Expenses | Internal Revenue Service",www.irs.gov,/publications/p502,35810
"E-file Form 2290 | Internal Revenue Service",www.irs.gov,/e-file-providers/e-file-form-2290,35794
"Business structures | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/business-structures,35790
"Instructions for Form W-8BEN (10/2021) | Internal Revenue Service",www.irs.gov,/instructions/iw8ben,35724
"National Deficit | U.S. Treasury Fiscal Data",fiscaldata.treasury.gov,/americas-finance-guide/national-deficit/,35687
"Business Taxes | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/business-taxes,35528
"United States Department of the Treasury Financial Crimes Enforcement Network | FinCEN.gov",fincen.gov,/,35518
"Get a business tax transcript | Internal Revenue Service",www.irs.gov,/businesses/get-a-business-tax-transcript,35458
"About Form 2553, Election by a Small Business Corporation | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-2553,35208
"Child and Dependent Care Credit Information | Internal Revenue Service",www.irs.gov,/credits-deductions/individuals/child-and-dependent-care-credit-information,35129
"Roth IRAs | Internal Revenue Service",www.irs.gov,/retirement-plans/roth-iras,34969
"Estate Tax | Internal Revenue Service",www.irs.gov,/businesses/small-businesses-self-employed/estate-tax,34966
FRN Daily Indexes — TreasuryDirect,www.treasurydirect.gov,/auctions/announcements-data-results/frn-daily/,34916
"Extension of Time To File Your Tax Return | Internal Revenue Service",www.irs.gov,/forms-pubs/extension-of-time-to-file-your-tax-return,34899
"Register your dealership to enable credits for clean vehicle buyers | Internal Revenue Service",www.irs.gov,/credits-deductions/register-your-dealership-to-enable-credits-for-clean-vehicle-buyers,34746
"Tax withholding: How to get it right | Internal Revenue Service",www.irs.gov,/newsroom/tax-withholding-how-to-get-it-right,34583
"Address Changes | Internal Revenue Service",www.irs.gov,/faqs/irs-procedures/address-changes/address-changes,34497
"About Publication 505, Tax Withholding and Estimated Tax | Internal Revenue Service",www.irs.gov,/forms-pubs/about-publication-505,34411
BSA E-Filing,bsaefiling.fincen.gov,/publicaccess,34394
Treasury Hunt®,www.treasurydirect.gov,/TH/search-name,34151
"Economic Impact Payments | U.S. Department of the Treasury",home.treasury.gov,/policy-issues/coronavirus/assistance-for-american-families-and-workers/economic-impact-payments,34105
"About Form 8832, Entity Classification Election | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-8832,34052
TTB Login,ttbonline.gov,/emailotpauthenticationendpoint/emailotp.jsp,34018
"Retirement topics - Beneficiary | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/retirement-topics-beneficiary,33968
"IRS - The Basics | Internal Revenue Service",www.irs.gov,/about-irs/irs-the-basics,33789
"American Women Quarters Program | U.S. Mint",www.usmint.gov,/learn/coin-and-medal-programs/american-women-quarters,33699
My Account - Official US Mint Store,catalog.usmint.gov,/account-login,33649
"Pay by Check or Money Order | Internal Revenue Service",www.irs.gov,/payments/pay-by-check-or-money-order,33510
"ID.me | Direct File | Internal Revenue Service",directfile.irs.gov,/idme,33493
"About Schedule A (Form 1040), Itemized Deductions | Internal Revenue Service",www.irs.gov,/forms-pubs/about-schedule-a-form-1040,33480
"IRA Required Minimum Distribution Worksheet | Internal Revenue Service",www.irs.gov,/retirement-plans/plan-participant-employee/ira-required-minimum-distribution-worksheet,33330
"Understanding IRS Guidance - A Brief Primer | Internal Revenue Service",www.irs.gov,/newsroom/understanding-irs-guidance-a-brief-primer,33141
"¿Dónde está mi declaración enmendada? | Internal Revenue Service",www.irs.gov,/es/filing/wheres-my-amended-return,32984
"About Form 4506, Request for Copy of Tax Return | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-4506,32821
"International individuals | Internal Revenue Service",www.irs.gov,/individuals/international-individuals,32682
"About Form 709, United States Gift (and Generation-Skipping Transfer) Tax Return | Internal Revenue Service",www.irs.gov,/forms-pubs/about-form-709,32373
"Who Qualifies for the Earned Income Tax Credit (EITC) | Internal Revenue Service",www.irs.gov,/credits-deductions/individuals/earned-income-tax-credit/who-qualifies-for-the-earned-income-tax-credit-eitc,32363
BSA E-Filing,bsaefiling.fincen.gov,/bsaloginmain,32303
"Charitable Organizations | Internal Revenue Service",www.irs.gov,/charities-non-profits/charitable-organizations,32060
